id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
4480	riches	財富	noun		中級		2
4481	rid	使...免除；擺脫	verb/adj.		中級		3
4482	riddle	謎語；使佈滿	noun/verb		中級		4
4483	rider	騎士	noun		中級		
4484	ridiculous	荒謬的、可笑的	adj.		中級		5
4485	rifle	來福槍；匆忙翻找	noun/verb		中級		5
4486	ripe	成熟的	adj.		中級		3
4487	risk	風險、危險；冒…風險	noun/verb		中級		3
4488	rival	競爭者；競爭的；與...競爭	noun/adj./verb		中級		5
4489	roar	吼叫、呼嘯	verb/noun		中級		3
4490	roast	烤；烘烤過的；烤肉	verb/adj./noun		中級		3
4491	robber	搶劫犯	noun		中級		4
4492	robbery	搶劫	noun		中級		3
4493	robe	睡袍、禮袍	noun		中級		3
4494	rocket	火箭；快速增長	noun/verb		中級		3
4495	rod	竿、棒	noun		中級		5
4496	romance	浪漫史；虛構(故事)	noun/verb		中級		4
4497	romantic	浪漫的、愛情的；浪漫的人	adj./noun		中級		3
4498	rooster	公雞	noun	= cock (British English)	中級		2
4499	rot	腐爛；腐朽	verb/noun		中級		3
4500	rotten	腐爛的	adj.		中級		3
4501	rough	粗糙的、粗略的、粗暴的、艱難的；粗野地、大略地；艱難度日	adj./adv./verb		中級		3
4502	roughly	大約、大致、粗暴地	adv.		中級		3
4503	route	路線；按路線發送	noun/verb		中級	L9	4
4504	routine	常規；例行公事的	noun/adj.		中級		3
4505	rubbish	垃圾；糟透的	noun/adj.	(used mainly in British English)	中級		6
4506	rug	小地毯	noun		中級		3
4507	rumor	謠言	noun	= rumour (British English)	中級		3
4508	runner	跑者	noun		中級		2
4509	running	連續的	adj.		中級		
4510	rural	農村的	adj.		中級		4
4511	rust	(鐵)銹；生鏽	noun/verb		中級		3
4512	rusty	生鏽的	adj.		中級		4
4513	sack	麻布袋、一袋；解雇	noun/verb		中級		3
4514	sacrifice	犧牲、奉獻；獻祭品	verb/noun		中級		4
4515	sadden	使難過	verb		中級		
4516	sake	緣故、目的	noun		中級		3
4517	salary	薪水	noun		中級		3
4518	salty	含鹽的、鹹的	adj.		中級		2
4519	sanction	批准、制裁、強硬措施；批准、贊成	noun/verb		中級		
4520	satellite	衛星、人造衛星	noun		中級		4
4521	satisfaction	滿意	noun		中級		4
4522	satisfactory	令人滿意的	adj.		中級		3
4523	sauce	醬汁	noun		中級		3
4524	sausage	香腸、臘腸	noun		中級		3
4525	saving	節省、存款	noun		中級		3
4526	saw	鋸子；鋸	noun/verb		中級		2
4527	saying	諺語、格言	noun		中級		
4528	scan	掃描；審視	verb/noun		中級		5
4529	scarce	稀少的、缺乏的	adj.		中級		3
4530	scarcely	幾乎不	adv.		中級		4
4531	scare	驚嚇、嚇跑；驚慌、擔憂	verb/noun		中級		2
4532	scary	嚇人的	adj.		中級		3
4533	scatter	使分散、消散；散播、少量	verb/noun		中級		3
4534	scenery	風景	noun		中級		4
4535	schedule	工作行程、時刻表；安排時間、預定	noun/verb		中級	L8	2
4536	scheme	體制、陰謀；密謀	noun/verb		中級	L3	5
4537	scholar	學者	noun		中級		3
4538	scholarship	獎學金	noun		中級		3
4539	schoolmate	學校同學	noun		中級		
4540	scientific	科學(上)的	adj.		中級		3
4541	scissors	剪刀	noun		中級		3
4542	scold	訓斥、責罵	verb		中級		4
4543	scoop	用勺舀、用鏟子鏟；杓子、一勺	verb/noun		中級		4
4544	scout	童子軍	noun		中級		3
4545	scratch	搔、抓傷；抓痕、劃傷	verb/noun		中級		4
4546	scream	尖叫；尖叫聲	verb/noun		中級		3
4547	screw	用螺絲固定、旋；螺絲	verb/noun		中級		3
4548	scrub	刷洗	verb/noun		中級		3
4549	sculpture	雕刻品、雕刻術	noun		中級		4
4550	seafood	海鮮	noun		中級		2
4551	seagull	海鷗	noun	= gull	中級		6
4552	seal	蓋章、密封；印章、封條; 海豹	verb/noun		中級		3
4553	seaside	海邊	noun		中級		
4554	season	調味	verb		中級		1
4555	second-hand	舊的、二手的；二手地、間接地	adj./adv.		中級		
4556	secondary	次要的	adj.		中級		2
4557	sector	部門、分區	noun		中級	L1	5
4558	secure	保護、使安全；安心的、安全的	verb/adj.		中級	L2	4
4559	security	安全(工作)	noun		中級		3
4560	seize	抓住、奪取	verb		中級		4
4561	selection	挑選	noun		中級		2
4562	self	自我	noun		中級		2
4563	senior	年長的、資深的；較年長者、前輩	adj./noun		中級		3
4564	sensible	明理的、理智的	adj.		中級		3
4565	sensitive	敏感的、靈敏的	adj.		中級		2
4566	sentence	句子、判決；宣判	noun/verb		中級		1
4567	separation	分離、分隔	noun		中級		3
4568	series	系列、連續	noun		中級	L4	5
4569	session	一節(課程)、會議、開庭	noun		中級		5
4570	settle	解決、決定、安頓	verb		中級		
4571	settlement	協議、解決	noun		中級		
4572	settler	移民	noun		中級		4
4573	setup	組織、結構	noun		中級		
4574	severe	嚴重的、嚴厲的	adj.		中級		4
4575	sew	縫、縫補	verb		中級		4
4576	sex	性別、性	noun		中級	L3	2
4577	sexual	性的、性別的	adj.		中級		3
4578	sexy	性感迷人的	adj.		中級		3
4579	shade	蔭、陰影；遮擋(光線)、畫陰影	noun/verb		中級		4
4580	shadow	影子；遮蔽、跟蹤	noun/verb		中級		3
4581	shady	多蔭的、陰暗的	adj.		中級		4
4582	shallow	淺的、膚淺的	adj.		中級		3
4583	shame	羞愧、遺憾；使感到羞恥	noun/verb		中級		2
4584	shameful	可恥的、丟臉的	adj.		中級		4
4585	shampoo	洗髮精；用洗髮精洗(頭髮)	noun/verb		中級		3
4586	sharpen	使鋒利、加劇、提高	verb		中級		6
4587	shave	剃、刮毛髮	verb		中級		4
4588	shaver	刮鬍刀	noun		中級		6
4589	shell	殼、殼狀物	noun		中級		2
4590	shelter	避難所、遮蔽處；躲避、保護、遮蔽	noun/verb		中級		4
4591	shepherd	牧羊人；牧羊、帶領	noun/verb		中級		3
4592	shift	變換、輪班；轉移、變換	verb/noun		中級	L3	4
4593	shining	發光的；明亮而快樂的；出色的	adj.		中級		
4594	shiny	光亮的	adj.		中級		3
4595	shopkeeper	商店老闆	noun		中級		2
4596	short-sighted	近視的、目光短淺的	adj.		中級		
4597	short-term	短期的、近期的	adj.		中級		
4598	shortage	缺少、不足	noun		中級		5
4599	shortcoming	缺點	noun		中級		6
4600	shortcut	捷徑	noun		中級		
4601	shorten	縮短	verb		中級		3
4602	shortly	不久、立刻	adv.		中級		3
4603	shorts	短褲	noun		中級		1
4604	shovel	鏟子；鏟	noun/verb		中級		3
4605	shrink	縮小、減少；畏縮	verb/noun		中級		3
4606	shrug	聳肩	verb/noun		中級		5
4607	shuttle	航班、班車、梭；(頻繁)往返	noun/verb		中級		5
4608	sickness	疾病	noun		中級		
4609	sigh	嘆息	verb/noun		中級		3
4610	sightseeing	觀光、遊覽	noun		中級		4
4611	signal	顯著的、非凡的	adj		中級		3
4612	signal	信號；發信號	noun/verb		中級		3
4613	signature	簽名	noun		中級		4
4614	significance	重要性、意義	noun		中級		4
4615	significant	顯著的、有重大意義的	adj.		中級	L1	3
4616	silk	絲(稠)、絲織品	noun		中級		3
4617	similarity	相似(處)	noun		中級		3
4618	simplify	簡化	verb		中級		6
4619	sin	罪(惡)、過失；犯過失	noun/verb		中級		3
4620	singular	單數的	adj.		中級		4
4621	sip	啜飲；一小口	verb/noun		中級		3
4622	site	位址、網站	noun		中級	L2	4
4623	situation	情況、形勢	noun		中級		3
4624	sketch	素描、概述	noun/verb		中級		4
4625	skim	撇去、掠過、瀏覽	verb/noun		中級		6
4626	skip	跳、蹦；省略	noun		中級		3
4627	skip	蹦蹦跳跳；略過	verb		中級		3
4628	skyscraper	摩天大樓	noun		中級		4
4629	slang	俚語	noun		中級		6
4630	slave	奴隸；拼命工作	noun/verb		中級		3
4631	slavery	奴隸制	noun		中級		
4632	sleeve	袖子	noun		中級		3
4633	slice	(薄)片；切、切成薄片	noun/verb		中級		3
4634	slight	輕微的；輕視、冷落	adj./verb/noun		中級		4
4635	slippery	滑的	adj.		中級		3
4636	slogan	標語	noun		中級		4
4637	slope	斜坡；傾斜	noun/verb		中級		3
4638	smog	煙霧(污染物)	noun		中級		5
4639	smoky	冒煙的、煙霧瀰漫的	adj.		中級		
4640	smooth	平整的、平滑的；使平整、使平滑	adj./verb		中級		2
4641	snap	匆忙的、不加思索的	adj		中級		3
4642	snap	突然折斷(或闔上)的聲音、喀嚓聲	noun		中級		3
4643	snap	突然折斷；(門等)突然關上；拍快照；突然發作(尤指動怒)	verb		中級		3
4644	sneak	偷溜、偷偷地做	verb		中級		5
4645	sneeze	打噴嚏；打噴嚏聲	verb/noun		中級		6
4646	snowman	雪人	noun		中級		
4647	sob	嗚咽、啜泣；啜泣(聲)	verb/noun		中級		5
4648	sociable	好交際的、友善的	adj.		中級		6
4649	socket	插座	noun		中級		4
4650	softball	壘球	noun		中級		
4651	software	軟體	noun		中級		4
4652	soil	土壤	noun		中級		2
4653	soil	弄髒	verb		中級		2
4654	solar	太陽(能)的	adj.		中級		4
4655	solid	固體的、實心的、堅固的；固體	adj./noun		中級		3
4656	somehow	不知怎麼的、以某種方式	adv.		中級		3
4657	sometime	在某時；從前的、一度的	adv./adj.		中級		3
4658	somewhat	有點、稍微	adv.		中級	L7	2
4659	sorrow	悲傷	noun		中級		3
4660	sound	健康的、狀況良好的	adj.		中級		1
4661	south-east	東南方；在東南方；東南方的	noun/adv./adj.		中級		
4662	south-west	西南方；在西南方；西南方的	noun/adv./adj.		中級		
4663	souvenir	紀念品	noun		中級		5
4664	sow	播種、散佈	verb		中級		5
4665	soybean	黃豆	noun	= soya bean= soy	中級		2
4666	spacecraft	太空船	noun	= spaceship	中級		
4667	spade	鏟子	noun		中級		4
4668	spare	備用的；備用品	adj./noun		中級		4
4669	spare	剩下、(尤指在自己困難的情況下)抽出	verb		中級		4
4670	spark	火花；觸發	noun/verb		中級		4
4671	sparkle	閃耀、閃爍；閃耀、閃爍、火花	verb/noun		中級		5
4672	sparrow	麻雀	noun		中級		6
4673	spear	矛；用尖物刺穿	noun/verb		中級		4
4674	specialized	專用的、專門的、專業的	adj.		中級		
4675	species	物種	noun		中級		4
4676	specific	特定的、明確的	adj.		中級	L1	3
4677	spectator	觀眾	noun		中級		5
4678	spell	咒語	noun		中級		1
4679	spice	香料、趣味；加香料、增添趣味	noun/verb		中級		3
4680	spicy	辛辣的、加有香料的	adj.		中級		5
4681	spill	灑出、溢出；泄漏(量)	verb/noun		中級		3
4682	spin	旋轉	noun		中級		3
4683	spin	旋轉；紡紗；(蠶、蜘蛛等)吐(絲)、結(網)	verb		中級		3
4684	spinach	菠菜	noun		中級		3
4685	spiritual	心靈的、精神的	adj.		中級		4
4686	spit	吐(口水等)；唾液	verb/noun		中級		3
4687	spite	惡意、怨恨	noun		中級		3
4688	splash	潑濺；潑濺聲	verb/noun		中級		3
4689	splendid	燦爛的、極佳的	adj.		中級		4
4690	split	分攤、分裂；分裂；分裂的	verb/noun/adj.		中級		4
4691	spoil	破壞、寵壞；戰利品	verb/noun		中級		3
4692	sponsor	贊助；贊助者	verb/noun		中級		5
4693	sportsmanship	運動精神	noun		中級		6
4694	sportsperson	運動員	noun	= sportsman, sportswoman	中級		
4695	spot	斑點、地點	noun		中級		2
4696	spot	看出、注意到	verb		中級		2
4697	spray	水花、噴霧；噴灑	noun/verb		中級		3
4698	sprinkle	撒上	verb/noun		中級		4
4699	spy	間諜；當間諜、暗中監視	noun/verb		中級		3
4700	squeeze	榨、擠	verb/noun		中級		3
4701	squirrel	松鼠	noun		中級		3
4702	stab	(用刀)捅、刺	verb/noun		中級		4
4703	stable	穩定的、牢固的	adj.		中級	L5	3
4704	stable	馬廄	noun		中級	L5	3
4705	stadium	體育場	noun		中級		3
4706	staff	全體員工；成為員工、(為機構)提供人員	noun/verb		中級		3
4707	staircase	樓梯	noun		中級		
4708	stake	樁、股份、風險；打賭	noun/verb		中級		5
4709	stare	盯著看；凝視	verb/noun		中級		3
4710	starvation	飢餓、餓死	noun		中級		
4711	starve	捱餓、餓死	verb		中級		3
4712	state	國家的、州的	adj.		中級		
4713	state	州、國家；狀態	noun		中級		
4714	state	陳述、說明、宣布	verb		中級		
4715	statement	說法、聲明	noun		中級		
4716	statue	雕像	noun		中級		3
4717	status	地位、狀況	noun		中級	L4	4
4718	steady	穩固的、不變的；使穩固、穩定	adj./verb		中級		3
4719	steel	鋼、鋼鐵業；鋼的、鋼鐵業的	noun/adj.		中級		2
4720	steel	鋼化、給...包上鋼；使堅強、下決心應付	verb		中級		2
4721	steep	陡峭的	adj.		中級		3
4722	steer	駕駛、引導	verb/noun		中級		5
4723	stem	莖、梗、樹幹、(工具的)柄	noun		中級		4
4724	stem	起源於	verb		中級		4
4725	stepfather	繼父	noun		中級		6
4726	stepmother	繼母	noun		中級		6
4727	stereo	立體聲的、立體音響的；立體聲、立體音響	adj./noun		中級		4
4728	sticky	黏的	adj.		中級		3
4729	stiff	硬的、僵硬的；硬地、僵硬地	adj./adv.		中級		3
4730	still	靜止的、不動的	adj.		中級		1
4731	stimulate	刺激、激發	verb		中級		5
4732	sting	螫、刺；刺傷	verb/noun		中級		3
4733	stir	攪動、攪拌、激起、喚醒	verb/noun		中級		3
4734	stitch	縫、縫線；縫補	noun/verb		中級		3
4735	stock	庫存的、現有的；陳腐的、平凡的	adj.		中級		5
4736	stock	貯存、存貨；股票	noun		中級		5
4737	stock	貯存、庫存	verb		中級		5
4738	stocking	長襪	noun		中級		4
4739	stool	凳子	noun		中級		3
4740	storey	樓層	noun	= story (American English)	中級		
4741	storyteller	說故事者	noun		中級		
4742	strategy	策略、戰略	noun		中級	L2	3
4743	strength	體力、力氣	noun		中級		3
4744	strengthen	增強、鞏固	verb		中級		4
4745	stretch	拉長、伸展；一段	verb/noun		中級		2
4746	strict	嚴格的	adj.		中級		2
4747	string	細繩、線；懸掛、串在一起	noun/verb		中級		1
4748	strip	條、帶	noun		中級		3
4749	strip	剝去、脫光衣服	verb		中級		3
4750	strive	努力、奮鬥	verb		中級		4
4751	stroke	中風、游泳姿勢；輕撫	noun/verb		中級		4
4752	structure	結構、建築物；構成、組織	noun/verb		中級	L1	3
4753	stubborn	固執的	adj.		中級		3
4754	studio	錄音室、電影公司、工作室	noun		中級		3
4755	stuff	物品、東西、材料	noun		中級		3
4756	stuff	裝、填、塞、把...裝滿、塞進	verb		中級		3
4757	subject	易受...的、隸屬的、取決於；使順從、使遭受	adj./verb		中級		1
4758	submarine	潛水艇；海底的	noun/adj.		中級		4
4759	substance	物質、本質	noun		中級		3
4760	substitute	代替的人(物)；代替	noun/verb		中級	L5	5
4761	subtract	減去	verb		中級		3
4762	suburb	郊區	noun		中級		3
4763	suck	吸吮	verb		中級		3
4764	suffer	遭受、受苦	verb		中級		3
4765	suffering	痛苦、磨難	noun		中級		
4766	sufficient	充足的、足夠的	adj.		中級	L3	3
4767	suggestion	建議	noun		中級		4
4768	suicide	自殺	noun		中級		3
4769	suitable	適宜的	adj.		中級		2
4770	suitcase	手提箱	noun		中級		6
4771	sum	總和；共計、總結	noun/verb		中級	L4	3
4772	summarize	摘要	verb		中級		4
4773	summary	概要、總結	noun		中級	L4	3
4774	summit	山峰、頂峰	noun		中級		3
4775	sunbathe	日光浴	verb		中級		
4776	sunlight	日光	noun		中級		
4777	sunrise	日出	noun		中級		
4778	sunset	日落	noun		中級		
4779	superb	極佳的	adj.		中級		5
4780	superior	較高的、較優秀的；上級	adj./noun		中級		3
4781	supervisor	主管人、指導者	noun		中級		5
4782	supporter	支持者	noun		中級		
4783	suppose	認為、應當	verb		中級		2
4784	supreme	最高的、最大的	adj.		中級		5
4785	surely	一定、想必	adv.		中級		
4786	surgeon	外科醫生	noun		中級		4
4787	surgery	外科手術	noun		中級		4
4788	surrender	投降、放棄	verb/noun		中級		4
4789	surround	圍繞、圍住	verb/noun		中級		3
4790	surroundings	周圍事物、環境	noun		中級		4
4791	survey	(民意)調查；查看、審視	noun/verb		中級	L2	3
4792	survival	生存、存活	noun		中級	L7	2
4793	survivor	倖存者、生還者	noun		中級		3
4794	suspect	懷疑；嫌疑犯；可疑的	verb/noun/adj.		中級		3
4795	suspend	懸掛、中止、暫時取消	verb		中級	L9	5
4796	suspension	暫停、停學(職)	noun		中級		6
4797	suspicion	懷疑	noun		中級		3
4798	suspicious	(令人)懷疑的	adj.		中級		4
4799	swallow	吞嚥、吞沒；一口的量	verb/noun		中級		2
4800	swear	發誓、罵髒話	verb		中級		3
4801	sweat	汗；流汗	noun/verb		中級		3
4802	swell	腫脹、增大、隆起；腫脹、增大、隆起處	verb/noun		中級		3
4803	swift	迅速的、敏捷的	adj.		中級		3
4804	switch	改變、交換；開關、改變	verb/noun		中級		2
4805	sword	劍	noun		中級		3
4806	syllable	音節	noun		中級		4
4807	symbolize	象徵、代表	verb		中級		6
4808	sympathetic	有同情心的、支持的	adj.		中級		4
4809	sympathize	同情、支持	verb		中級		6
4810	sympathy	同情心、支持	noun		中級		4
